Class Feature1 Feature2 Feature3 Feature4 Feature5 Feature6
0.807170 16.802512 56.120538 886.347962 1061.179592 0.698750 0.315781
0.382136 46.970678 129.242650 356.904530 5132.337680 0.698227 0.345857
1.683625 34.506762 128.790632 170.849134 1947.291542 0.701236 0.351969
0.298608 11.901513 31.218235 87.514109 112.168421 0.708511 0.372045
0.482265 17.869952 21.349084 74.134606 600.216092 0.711896 0.423341
0.466066 9.707671 12.172238 153.488916 379.605476 0.718736 0.328870
0.557482 39.535785 45.157237 592.587574 965.562482 0.721575 0.334760
0.946512 17.703813 18.146034 108.813494 319.996096 0.718658 0.389036
0.599920 7.405010 7.537325 105.470050 481.048187 0.717066 0.372889
0.127354 8.370150 30.724466 220.627383 1571.824843 0.718190 0.317328
0.038752 4.910760 11.315887 62.233959 144.334154 0.715742 0.434696
0.168783 7.387089 6.864251 42.328537 261.763183 0.721450 0.477968
0.122683 8.277650 13.152272 274.606770 303.484584 0.728089 0.403157
0.092563 7.323780 4.028875 41.932864 205.773615 0.737422 0.481673
0.308497 7.337698 34.215012 151.063516 204.454478 0.738601 0.441973
0.655256 5.001880 10.987469 58.731319 426.276689 0.751343 0.349063
0.278204 7.379642 4.667773 66.810541 412.669376 0.763736 0.359344
0.219532 5.171444 8.778161 114.876453 190.843492 0.770174 0.426894
0.051925 8.600797 27.983922 75.605549 679.856940 0.777827 0.387551
0.112380 9.861609 12.117044 58.224584 559.262583 0.774462 0.378888
0.677935 17.665645 33.765632 133.647268 212.119824 0.782853 0.389800
0.431090 7.113690 13.149496 79.762807 177.325145 0.798836 0.388373
0.168522 6.359061 9.670384 59.117213 651.195591 0.805153 0.417652
0.682029 7.378771 7.574182 63.994074 709.263632 0.803402 0.383313
0.247378 21.631832 26.028279 185.235628 1076.839972 0.808095 0.352931
0.182385 12.398190 9.695867 86.300394 407.576549 0.811692 0.415315
0.251608 12.224076 30.434700 21.719432 958.070080 0.814868 0.304827
0.268807 8.648989 8.705307 19.975388 716.063970 0.820547 0.309149
0.306690 12.626866 18.064381 166.480861 361.489612 0.830115 0.327197
0.748702 64.593090 363.253118 419.802216 455.688965 0.827172 0.385251
0.278945 64.633697 112.622390 122.667744 572.026231 0.822603 0.347622
0.458129 28.034844 89.067586 344.301992 788.340578 0.829557 0.418055
0.716217 18.426353 20.050863 109.941378 1140.318160 0.835857 0.346413
0.303732 8.370248 29.468667 98.174547 747.805268 0.837584 0.366826
0.125839 4.599521 13.183687 63.144054 347.570651 0.841876 0.408581
1.788417 6.299846 14.824868 110.014809 913.360978 0.843126 0.366057
0.213928 5.048272 9.814252 93.430661 222.854495 0.842993 0.423436
0.569893 11.762736 58.337840 273.512999 1220.787002 0.835092 0.329684
0.375129 12.661666 28.080749 57.977002 330.092317 0.833151 0.436180
0.816823 10.821767 54.082566 81.947468 552.756161 0.839496 0.374705
0.933213 9.125396 3.588440 185.905522 418.096779 0.843338 0.381837
0.112907 6.966499 46.658519 489.647879 562.274335 0.843929 0.361133
0.172926 19.744459 64.267385 144.317183 556.947131 0.842508 0.338567
0.637967 21.850519 40.230344 181.187839 618.992202 0.844334 0.311905
0.531883 16.407623 29.176652 285.800737 914.661357 0.843898 0.245897
0.129511 20.231206 72.136297 190.394521 1091.665645 0.843776 0.394016
0.601375 8.993280 9.966320 86.332580 685.472134 0.845024 0.384898
0.569547 27.263172 41.567779 561.371378 1054.932925 0.857885 0.391599
1.181851 44.072671 168.221433 482.054173 515.892836 0.862382 0.344132
0.463630 11.826676 28.998864 138.753341 252.315159 0.869679 0.319643
1.696791 19.727394 45.301704 339.028691 311.479931 0.874310 0.358662
0.798580 7.446031 34.928389 147.792798 885.367271 0.875470 0.343288
0.829625 49.204498 134.289109 1016.622165 2010.782134 0.873232 0.323025
1.323329 37.098462 163.241060 393.655349 1027.213197 0.881022 0.330249
0.520932 6.007589 3.191706 69.143641 525.980261 0.887465 0.401994
0.236025 22.503093 49.286822 78.010761 449.799497 0.894378 0.426931
0.056310 6.894313 14.571286 21.409015 865.764641 0.894298 0.343690
0.075759 22.241944 113.701294 261.004791 1581.830356 0.900592 0.347163
0.361080 22.942620 112.990601 516.914226 400.873560 0.912982 0.405860
1.021976 62.469611 248.472123 621.889104 359.216808 0.927338 0.378185
0.520876 34.416536 74.745557 299.514878 976.555000 0.941866 0.383131
1.388112 46.377429 174.967280 713.745028 1323.664072 0.946868 0.371042
0.368975 7.076437 15.879307 148.401604 1241.275868 0.950261 0.402657
0.261187 19.850544 11.611572 317.596032 1165.201856 0.951275 0.389873
0.054946 8.909229 46.290002 169.978725 447.117307 0.948204 0.391900
0.679312 11.917801 33.687158 244.498918 2395.566953 0.947825 0.312219
0.333657 7.777015 21.437252 135.503459 542.946097 0.949776 0.329499
0.606720 9.267348 12.820241 161.885910 844.849742 0.952751 0.366965
0.209014 27.122182 47.136962 176.884745 479.868761 0.945158 0.385780
1.316101 33.639151 135.842234 131.205621 474.267049 0.942556 0.415157
0.233730 12.628852 44.576993 226.188347 382.350998 0.948108 0.395366
0.346504 14.450436 26.952008 263.239762 153.494741 0.950012 0.421070
0.159175 8.524148 13.412457 5.472774 248.965534 0.957353 0.467227
2.754555 70.811658 50.184773 272.308863 785.004286 0.962299 0.296699
0.491041 41.080706 90.274887 126.510065 71.721695 0.964467 0.363343
0.025659 27.477079 14.474433 304.872842 807.617752 0.964727 0.404161
1.792849 21.100391 17.036438 125.266655 581.387898 0.960573 0.267307
0.348467 12.804181 48.872292 233.787762 578.641777 0.958629 0.361382
0.671505 44.232549 91.503292 200.178579 567.504126 0.966355 0.297995
0.231990 7.932726 5.942265 62.844484 197.702664 0.967597 0.240342
0.631346 18.785916 55.608510 69.466784 309.786499 0.969912 0.411147
1.042838 8.794416 41.165133 109.664083 739.330702 0.985829 0.369416
5.363486 68.690510 145.294876 495.992457 1287.258607 0.993629 0.324618
2.017259 58.965631 138.094478 214.203174 767.965603 0.986361 0.404533
0.496369 8.492022 17.027257 227.256563 601.771001 0.981090 0.404156
0.332210 17.369594 19.649676 93.010224 346.725256 0.982152 0.318828
0.907057 45.846797 88.833435 780.507082 828.256168 0.986011 0.292068
0.409620 9.909711 11.137667 126.908697 738.559904 0.981198 0.387407
0.730323 14.343007 64.655105 708.914254 397.130467 0.975187 0.345874
3.854716 54.717868 39.887600 316.252644 841.690149 0.972221 0.320714
0.338565 21.383598 66.073055 451.491245 2129.503723 0.977979 0.338790
0.103932 13.424288 16.123330 153.036160 622.557147 0.983003 0.405065
0.272699 5.662812 10.018762 125.935845 545.198653 0.988929 0.370502
5.328206 41.088810 221.741758 362.845378 640.423329 0.982724 0.399355
0.470892 14.325951 15.360029 50.911659 442.722246 0.976577 0.344326
0.722815 13.473561 81.182695 159.294175 1399.840473 0.970482 0.405194
0.040514 41.157850 145.810919 762.612498 926.290270 0.969033 0.384089
0.217817 41.773794 64.242214 1144.214080 690.132699 0.976334 0.304706
0.642873 12.557116 25.521454 216.192696 739.546666 0.978053 0.371603
0.783487 34.577991 38.774743 827.203569 1474.473135 0.992133 0.368267
1.587214 16.041245 20.707966 154.506791 205.397277 0.988685 0.389892
3.003564 32.977170 75.934839 394.727375 458.858677 0.986445 0.436140
0.533191 23.146183 111.243657 328.292514 1284.636593 0.988689 0.354833
0.964345 27.880205 195.132291 453.252032 1158.893702 0.995195 0.620897
6.728131 86.675705 24.309665 211.168016 976.906318 0.999472 0.838669
3.840315 20.174623 34.590568 702.632493 639.175819 1.007974 0.568946
4.464447 59.135964 14.173780 211.089981 4713.707963 1.004361 0.889530
4.619111 34.571555 51.550435 179.442718 2765.213531 1.010052 0.283273
3.344543 23.212328 41.280952 356.156764 1030.840679 1.016264 0.172010
1.558110 62.549338 240.278925 482.265508 916.099597 1.017894 0.385076
4.380527 88.398253 265.090650 878.974182 1468.171854 1.009984 0.393695
0.860408 164.669318 408.918660 907.797120 1830.725469 1.015638 0.361031
0.472761 138.830543 159.034889 874.305602 1078.740024 1.023108 0.340660
0.379647 21.111419 91.208242 397.158449 1580.585531 1.023486 0.312100
0.179015 27.896362 87.955177 147.107349 430.487057 1.029819 0.401630
2.199980 35.207587 47.828571 447.295496 880.343931 1.033784 0.360303
1.127716 44.965877 154.169372 462.371169 325.787123 1.030912 0.421647
1.374349 32.467097 109.311050 261.818896 1531.495683 1.033502 0.326097
0.628267 21.592744 107.538695 212.690243 512.055552 1.032085 0.520547
1.358471 42.722152 204.574403 206.473437 1547.022103 1.037573 0.523630
3.220000 80.951954 54.091903 113.638456 735.124147 1.042992 1.243284
4.374578 18.619591 27.260052 138.111800 1067.301537 1.031072 0.831609
0.240835 32.041907 30.644831 364.404945 979.282398 1.022002 0.624134
0.128351 11.663273 38.341020 245.421644 315.797939 1.030387 0.505133
0.361623 9.432523 20.379796 139.926846 1783.718488 1.028376 0.437654
15.625765 46.562780 31.197266 447.289426 2160.062856 1.023800 0.584598
0.949229 45.980987 21.195155 256.163825 1085.385514 1.036404 0.747466
9.518841 44.325510 92.980934 590.036657 3101.733494 1.034969 0.484569
1.352962 25.256234 34.023954 928.561398 1075.649052 1.029090 0.449605
1.109896 54.667855 63.352240 600.405026 1138.264681 1.026603 0.499141
0.304917 32.222965 62.160550 262.924261 1797.542174 1.033697 0.473608
1.127805 43.598708 72.792672 934.994415 1016.587372 1.033861 0.530717
2.625707 35.363847 24.919381 288.980124 2353.267659 1.036283 0.657396
11.569273 64.513553 43.559742 283.634347 18949.182460 1.033026 0.305987
6.801060 118.241320 106.485298 178.082216 735.458537 1.032488 0.789245
1.070962 53.393062 112.061895 206.011672 1236.242845 1.030919 0.668779
1.655003 21.761401 73.645164 250.476111 413.046264 1.031166 0.613164
0.503925 34.910172 64.167618 207.284452 3680.018120 1.038646 0.385800
2.971446 62.319822 97.173992 307.256501 400.425020 1.034950 0.594603
0.177424 24.525104 138.136641 665.205343 492.204634 1.023554 0.508094
1.943748 135.233843 233.994673 462.551158 1868.881855 1.019446 0.390689
1.963684 90.661406 504.861662 313.630931 1179.167821 1.028524 0.395659
7.239120 53.649324 51.105420 64.651445 525.182015 1.029629 0.980352
1.186201 49.542272 44.654413 335.906141 1036.625709 1.021800 0.779836
0.193294 8.671766 35.920881 264.859459 746.153918 1.017159 0.522731
0.588280 16.063846 133.299711 635.647802 977.213496 1.023386 0.374176
1.196978 24.296217 25.237255 377.790180 1086.758379 1.023077 0.366614
3.856440 51.011141 44.343973 207.623825 821.199461 1.024771 0.358615
0.141371 23.212081 72.153425 715.321958 1000.901675 1.022655 0.398656
0.247128 13.538353 23.528811 354.047404 1475.142762 1.021041 0.423923
0.843840 31.238941 62.573344 189.243198 937.348865 1.023379 0.437902
0.336909 16.131618 26.545517 103.123102 1401.413242 1.023809 0.407272
0.657778 38.274097 118.165919 285.803973 1085.041204 1.026354 0.330349
0.581211 37.878543 151.144009 582.377720 274.988923 1.021537 0.358295
1.092538 26.584669 42.417279 275.069165 1494.913333 1.018586 0.364886
0.152471 42.436153 49.789650 241.538278 1670.672941 1.016713 0.320625
0.610855 40.660939 101.495580 1182.033968 3008.334743 1.016632 0.344790
0.153083 7.652547 12.614212 302.320198 985.260102 1.012607 0.332532
0.572274 18.628853 68.372358 208.201411 1185.467889 1.008889 0.389940
1.268475 4.087844 6.710114 130.204814 419.938635 1.004276 0.365420
0.357008 9.534694 7.258391 125.260553 1160.439130 1.001536 0.396678
0.326324 27.098846 36.345294 246.045330 743.618329 0.989328 0.370327
0.531730 8.346429 13.418436 164.027578 317.499026 0.986388 0.434396
0.691615 24.959169 187.709146 561.647391 1442.389148 0.986609 0.353054
2.423471 90.555404 69.587412 911.787362 791.583376 0.990234 0.349027
1.270186 9.327756 11.615246 53.097805 271.805532 0.996641 0.445602
0.740219 48.089539 21.146967 432.266707 317.260280 1.001004 0.468257
0.400788 21.364462 42.604531 186.234810 831.664834 1.001590 0.426428
3.497001 99.232399 367.205544 284.979058 1557.099088 0.998504 0.360045
0.153879 31.673422 129.676892 749.223732 1950.592578 1.000864 0.390290
0.409353 12.943329 17.225151 346.252716 1601.224955 0.994888 0.452251
0.317235 10.877445 6.199513 76.060696 228.300228 0.988343 0.487091
0.580918 18.242749 159.683618 853.162227 607.378835 0.991328 0.381107
0.306562 31.951322 105.263804 311.217937 838.347117 0.987934 0.460430
2.956481 25.531905 70.905629 520.405172 3024.692445 0.985379 0.397794
1.190491 35.173810 152.077977 917.762744 1491.465254 0.977261 0.373978
0.497532 14.350025 81.309018 473.252340 677.736383 0.975518 0.449558
0.278545 8.420858 4.796414 65.169517 177.645149 0.977096 0.550914
0.303714 10.794239 6.936724 316.079512 500.919624 0.978537 0.483745
0.316554 73.735536 40.183593 266.999821 5624.263527 0.970639 0.515882
1.237861 27.595364 75.456362 375.666273 1225.019500 0.959881 0.425548
0.774290 30.510060 106.276524 501.740748 812.212521 0.962848 0.433782
4.893849 50.789819 266.988327 1480.525426 1021.441950 0.966351 0.397921
0.140009 34.948622 35.015970 697.173845 664.646471 0.963932 0.473826
0.637702 16.585864 39.451788 136.802965 1028.923373 0.968342 0.479979
1.506443 22.962003 81.908399 285.818467 1393.196242 0.973724 0.420500
2.958875 42.188454 64.669786 861.428265 788.381349 0.967517 0.436232
0.470280 14.653511 22.855072 54.546041 342.253693 0.956864 0.460077
1.932454 30.148973 66.735503 824.346991 635.783203 0.958929 0.468561
2.311453 39.319746 91.667790 361.213587 704.826899 0.961998 0.460405
1.426611 34.300164 76.036989 327.909364 1319.303467 0.955431 0.443435
0.632189 26.518214 10.692840 44.194247 613.456466 0.946852 0.558998
1.871088 44.821710 75.105147 297.095653 1078.214616 0.953187 0.448050
1.729608 55.832277 220.797245 755.305573 872.957274 0.956401 0.441915
1.247485 25.213201 39.314220 423.948953 1020.734581 0.957809 0.417279
0.741108 24.929865 119.988646 339.604992 1215.381668 0.957117 0.447165
4.912631 57.994447 435.663642 1093.567358 656.137249 0.958330 0.437105
1.069998 47.173142 24.879794 354.811593 640.683834 0.959152 0.494113
0.538974 25.952229 18.903620 78.130530 711.955969 0.954828 0.506718
1.700083 42.218598 106.931509 451.878619 423.411010 0.956712 0.429799
1.204609 37.894195 133.839422 187.625235 495.568632 0.951103 0.509921
1.687968 24.392558 18.129274 141.948843 232.005204 0.946659 0.609051
2.023982 62.811604 288.524956 738.626637 868.022157 0.942254 0.448557
2.249033 138.948054 263.427529 790.462525 1169.051359 0.934388 0.435981
2.746640 50.424024 48.267850 1596.396140 1781.456131 0.938400 0.447809
4.522519 88.492873 273.438074 207.550463 973.331893 0.935096 0.513150
1.362809 21.175083 11.543321 42.683871 127.274757 0.932236 0.651085
2.959059 78.811194 567.506508 959.470521 1214.729132 0.935560 0.510168
2.011480 34.446971 50.107693 364.902681 542.656898 0.939642 0.424278
4.145865 64.632373 185.991467 811.452377 790.416384 0.941538 0.450681
1.444331 95.082887 82.384295 95.595676 936.442680 0.940546 0.447861
3.269283 45.665731 48.924979 220.784088 1197.965619 0.940981 0.423390
0.781799 160.625847 144.996459 1144.174354 1032.308883 0.930522 0.457394
2.925280 24.994563 13.565209 105.778414 106.105333 0.921835 0.500169
2.394032 27.452177 17.189966 166.068332 737.555632 0.914049 0.471258
1.657914 31.736223 106.011732 431.618546 954.876530 0.910583 0.416986
0.626696 73.189439 40.801262 398.753482 990.768031 0.903954 0.530376
1.481511 21.089140 12.495570 135.740487 275.525191 0.905325 0.513751
1.705480 38.864585 61.546281 406.134017 292.783507 0.906758 0.466291
1.822221 45.584662 9.623180 180.134685 944.581809 0.904967 0.414106
1.129526 22.032788 112.570756 636.670227 796.437588 0.898313 0.504465
0.268096 75.427587 130.223752 388.687213 904.947875 0.897135 0.435746
1.496257 73.955591 98.410306 641.294747 526.062751 0.888978 0.484260
0.845538 30.208704 24.627882 973.981354 942.222082 0.886286 0.406489
0.607109 23.970288 28.607641 154.134237 1010.083933 0.888544 0.519895
1.087490 152.124761 246.279490 397.958635 418.070659 0.892364 0.484228
1.119904 38.474574 46.258977 393.038411 527.323826 0.882028 0.504123
0.246064 16.864536 24.086879 442.729906 421.896595 0.879702 0.472820
0.323674 37.079602 65.410265 259.900660 1663.655958 0.882670 0.376740
2.220971 32.518987 11.611378 476.621059 408.981593 0.882510 0.477676
2.006478 29.478745 23.087957 135.897730 609.363874 0.887649 0.520827
0.644872 30.200695 55.038435 342.958271 726.685759 0.878518 0.443892
1.257471 32.018099 90.514479 311.494804 635.214766 0.879668 0.414573
1.830583 29.902697 29.595985 264.217160 828.497208 0.891114 0.511423
0.887296 45.661816 8.432887 288.965037 355.743341 0.891346 0.557075
4.919205 69.582521 54.481987 268.786655 562.033678 0.885592 0.428012
0.882815 32.854451 155.112865 409.216985 949.446666 0.890059 0.437290
1.469685 92.143631 183.830394 965.624897 689.484303 0.884152 0.444446
0.456040 15.472582 158.942439 708.875939 1115.383796 0.879597 0.413478
0.858140 39.418260 67.702909 329.159064 516.406668 0.877448 0.498830
5.148144 19.326262 8.987032 47.301117 238.707739 0.876418 0.472213
1.131858 50.663276 71.840003 110.374570 437.766759 0.878102 0.493982
1.818191 49.787591 83.244574 183.873596 175.628711 0.873754 0.450131
4.140089 26.052999 6.003092 190.357792 653.852136 0.863690 0.473494
2.267457 39.757249 189.846398 397.569882 2848.469641 0.861736 0.443866
0.434743 42.639350 94.295254 92.415532 613.086183 0.862637 0.549093
1.265290 103.968606 639.963153 1264.610405 1570.322926 0.866436 0.395633
1.429504 103.079040 255.825242 869.304300 834.141435 0.858501 0.449445
3.233596 165.363935 488.469310 615.244646 798.347377 0.857368 0.463890
4.444956 23.997424 46.332610 78.053061 694.560403 0.849728 0.496342
0.671730 102.430883 280.944821 428.894331 520.952408 0.855762 0.483290
1.098480 30.045999 50.497358 562.153064 473.481677 0.860731 0.500753
3.403124 110.760039 258.960752 1876.645182 3325.084375 0.857794 0.397424
2.189368 43.231260 142.425739 690.612959 330.367777 0.854641 0.427318
1.031071 38.620428 140.962085 141.410574 2021.647117 0.854584 0.488589
2.201845 36.408674 99.204006 579.542128 679.098228 0.858378 0.476698
2.525990 113.623171 439.276035 629.501470 1246.465034 0.860034 0.469104
4.838119 39.407163 15.299678 125.214960 330.876754 0.858062 0.473500
4.215869 58.286194 82.609628 140.275639 585.926714 0.861359 0.568871
0.984440 52.355391 549.939204 1350.792401 1352.295229 0.861611 0.397214
0.707396 34.163901 57.973014 202.208581 432.801126 0.856555 0.532769
7.002052 152.149726 253.711494 1041.974114 3082.144513 0.860306 0.353967
1.963469 45.975464 47.609092 370.113905 1276.592054 0.861717 0.432724
1.106056 23.500327 12.770681 164.890237 467.717663 0.859569 0.456095
0.709999 29.419647 33.256152 148.392615 800.508728 0.861439 0.519792
0.768592 26.849119 33.853475 186.932399 503.167959 0.861069 0.501879
4.914241 54.477304 48.026979 744.109104 988.491648 0.862512 0.470847
0.485283 63.651365 118.056549 226.297812 1380.480402 0.866596 0.412558
0.220519 70.982299 95.004127 279.447637 392.658084 0.875155 0.439857
3.916022 65.930024 69.859671 495.070098 1835.606185 0.877106 0.439062
3.202767 204.246314 347.896150 935.904194 1294.268915 0.876588 0.387842
0.968836 26.385272 65.502577 588.700635 354.103544 0.877730 0.435212
1.906386 26.553661 22.779501 220.824854 1644.112454 0.884679 0.433227
0.986236 62.466592 202.947697 277.336927 1038.414884 0.885583 0.392135
0.146891 26.672756 40.687927 304.848276 463.714465 0.890339 0.412730
0.935812 20.505569 37.771641 518.186018 478.410908 0.895415 0.430238
2.838144 62.917496 449.863593 1985.689689 1259.049009 0.891083 0.359546
3.255797 37.789463 13.089615 177.173452 400.248991 0.884867 0.520727
1.855447 33.957889 35.463678 225.742140 670.051258 0.880199 0.392356
1.035386 68.539590 218.107416 306.348118 2298.958625 0.883644 0.438534
0.487257 34.461074 126.523692 191.254017 354.368672 0.884130 0.448483
0.814007 51.989281 148.838007 378.024849 1295.138694 0.891617 0.480908
1.916918 25.297226 60.798493 238.742473 421.432891 0.895891 0.578370
3.518338 41.126245 24.988951 333.684044 513.597738 0.897873 0.556522
5.709371 199.420971 372.673474 536.207391 1517.444701 0.895722 0.321419
0.886731 30.861602 75.446922 277.317433 321.531332 0.894713 0.473412
4.344545 39.414289 14.158457 168.557532 149.336678 0.898732 0.583620
0.295710 26.211785 16.991953 150.368163 500.540769 0.906135 0.502166
0.909223 34.698595 194.648245 636.243130 1070.643255 0.909985 0.355940
4.269618 73.412736 114.742124 632.839989 1008.901219 0.901414 0.407933
4.000578 43.269503 129.292081 700.012419 1055.921183 0.892615 0.479740
2.715203 57.267734 620.658691 264.690913 928.085672 0.889932 0.370282
0.331095 16.246278 19.947271 134.507571 640.760489 0.892279 0.388202
1.238482 79.601009 312.275331 228.465706 806.798021 0.900008 0.414420
1.188258 116.176494 148.024550 233.480650 1827.658570 0.898942 0.324612
0.143181 30.721910 28.757057 370.229763 920.223318 0.905937 0.370230
0.710300 135.606220 163.871993 1738.159694 2837.303221 0.906193 0.278122
2.781556 108.458906 181.809968 390.027758 4226.225692 0.900064 0.220536
0.744478 33.144307 167.826399 815.934290 2480.738433 0.902117 0.308840
0.125822 59.271782 141.848783 336.610737 503.432901 0.902285 0.320983
0.213593 10.728780 32.159648 109.075149 361.901763 0.897518 0.423387
0.569931 49.142912 182.288509 211.193557 606.402676 0.896728 0.340255
0.847284 48.191104 104.994170 350.953573 365.340510 0.893031 0.332957
1.535620 73.747285 108.977368 847.194724 679.281643 0.887555 0.292820
0.153538 12.452739 22.070048 137.193753 320.933942 0.882695 0.297513
0.477418 42.061833 137.164334 403.475079 1318.687612 0.884725 0.331069
0.461981 74.329345 72.898284 535.300165 1473.439255 0.882809 0.269985
0.576003 14.271028 7.160429 142.355953 444.585328 0.880990 0.390963
0.096804 8.951043 21.725862 119.145533 1207.247440 0.888200 0.385101
0.239209 9.936195 10.036871 216.497151 520.898250 0.893097 0.435769
0.760034 10.754305 18.515549 193.461603 274.484019 0.891606 0.440541
0.795940 29.268968 71.035179 105.631865 635.503948 0.884681 0.439705
0.300810 50.491609 218.641698 1404.653124 1463.137212 0.886600 0.267548
0.234306 66.856994 96.627081 228.154649 1290.671739 0.890180 0.337241
1.418894 31.720463 140.909214 762.175548 839.462207 0.890038 0.337924
0.413923 15.004587 16.697636 121.642255 348.555498 0.889349 0.355618
0.567377 16.874574 18.039171 225.381038 755.539366 0.893496 0.361631
2.073054 274.469175 185.597856 666.307226 1534.107454 0.903310 0.283305
0.208302 13.394055 11.248113 38.104831 682.468057 0.900368 0.470121
0.672544 16.751833 43.632829 267.970825 531.402642 0.900027 0.321485
1.436866 65.937900 618.255580 2027.870793 4230.617433 0.898789 0.245873
0.316130 24.579861 109.848697 271.630793 652.420941 0.907338 0.380613
0.481881 26.582788 34.935153 959.170287 1463.793323 0.907621 0.330726
0.811749 59.433989 136.947647 208.643171 2858.691520 0.904320 0.294480
1.073899 27.799421 388.447364 420.083439 4613.969991 0.907397 0.215507
0.222321 31.589534 93.673512 85.953304 868.240432 0.906435 0.317227
0.361986 7.172108 21.025572 33.803471 522.925446 0.905796 0.473580
0.295073 31.019904 119.436510 235.455832 1259.980453 0.908101 0.371619
0.408989 38.881964 56.840169 133.937318 752.697489 0.911635 0.428863
1.394582 34.917535 93.227425 235.377308 928.481151 0.910777 0.374082
2.691012 100.132560 311.905315 1743.275859 2453.441073 0.911089 0.229725
1.723128 101.044051 222.836523 1313.560441 2130.035324 0.917128 0.286424
1.032844 49.119355 102.936974 352.811023 2399.000376 0.924082 0.240927
0.148444 8.494850 33.388559 101.859127 339.294843 0.932497 0.358369
0.886310 21.392616 45.849686 369.704209 429.019138 0.935855 0.361086
0.561114 20.639540 26.533417 155.544148 1577.652033 0.935236 0.402833
0.887781 24.477814 57.208443 396.075103 605.394477 0.937655 0.283678
0.676671 37.317363 175.173672 375.550842 531.591548 0.939353 0.294055
0.419307 13.920761 21.698405 56.173325 410.512388 0.948560 0.293835
1.621199 28.407780 113.626011 118.136810 808.156785 0.954806 0.354528
0.922562 21.518378 47.484936 281.945389 599.530112 0.959161 0.353181
1.411640 44.301851 178.369361 700.996959 2689.274051 0.966682 0.251506
0.858561 22.962239 109.484308 59.012448 547.052817 0.978103 0.314597
0.149908 62.018718 156.745293 234.556944 908.170390 0.980394 0.324515
0.277221 23.930310 99.110868 409.921742 1869.284094 0.984289 0.306669
0.677354 25.121059 48.151939 302.301477 749.118841 0.985714 0.380882
3.470148 49.640656 119.728747 608.025767 3087.181623 0.991405 0.315083
0.206141 10.725010 16.887267 57.470183 252.728180 0.996249 0.255464
0.657415 12.006283 19.685645 362.125158 1050.233627 0.993183 0.349572
0.606161 17.398068 19.994772 145.194576 187.545515 1.001804 0.337038
0.715498 19.167009 31.115103 119.806096 946.506931 1.008943 0.430653
1.708877 70.836955 662.718763 1239.892152 1457.896971 1.001130 0.344888
0.645549 23.777307 102.486408 395.621493 198.941822 1.001445 0.425775
0.690843 31.583763 23.436666 593.438047 781.499513 1.008185 0.386666
7.021690 91.118452 475.815144 1004.515845 1474.342744 0.998762 0.322393
3.380260 113.173351 243.641062 1601.146896 4770.175067 0.999421 0.236630
0.824425 92.361677 399.169337 724.830410 1218.407358 1.001643 0.260449
0.205758 15.720818 25.868152 97.779770 204.947618 1.008505 0.480493
0.411562 15.830954 26.491262 195.455554 976.852610 1.013527 0.315199
1.766357 16.211790 17.252049 32.682935 759.566181 1.011745 0.359202
0.142076 20.223323 13.765698 190.040004 892.369246 1.018880 0.414142
1.436266 25.713814 19.781825 666.665125 479.642054 1.030102 0.363371
0.592139 13.362108 45.624221 158.015478 612.998495 1.041101 0.315840
0.222472 17.510356 67.942802 374.159812 268.665107 1.054310 0.311125
0.840921 11.905345 28.561102 228.808275 1232.133810 1.069501 0.299114
0.536717 14.231696 9.590699 75.263785 378.042483 1.072304 0.402913
0.277125 7.253768 30.698259 124.650963 480.166450 1.072818 0.384464
2.044169 113.125224 424.267389 1124.458987 4542.451570 1.084466 0.287277
0.180010 21.408413 97.688372 61.549720 1681.234632 1.088061 0.354831
0.313532 37.229793 222.563929 82.294930 1198.233461 1.083691 0.330856
0.497618 170.452977 373.255056 404.809670 2936.766628 1.077149 0.276847
3.973769 97.074830 139.391444 774.152910 1989.789999 1.086423 0.221434
0.258509 19.506654 55.123577 145.354586 360.181972 1.078102 0.296433
3.067786 49.828090 250.801013 535.819995 2423.715636 1.080970 0.225539
1.098338 7.994052 14.988683 78.986326 576.342259 1.082033 0.416423
1.635889 20.248794 68.346743 115.757059 933.150060 1.082105 0.382779
0.339486 21.711843 38.902951 42.894043 647.593020 1.087509 0.380637
0.573483 29.561362 99.449303 172.105337 1491.251167 1.081396 0.303250
0.244684 7.527651 7.048009 46.610525 414.196171 1.076599 0.388620
0.214841 13.230383 23.736024 55.457198 524.816234 1.073978 0.408274
0.364508 21.654676 43.550403 177.307191 1281.033489 1.076926 0.316560
0.245611 12.976910 13.164268 118.641546 612.154884 1.080033 0.323763
0.286073 20.072141 41.835511 392.007541 785.892800 1.075792 0.267944
0.171298 71.516294 161.087388 614.075137 2543.877216 1.083426 0.366507
0.380759 8.602573 13.586415 136.407144 856.921584 1.091157 0.273907
0.160352 18.625578 196.293496 284.953993 1107.166640 1.095929 0.311898
0.141871 67.544700 394.823639 679.778793 5173.815223 1.106789 0.312404
2.939689 60.741345 265.283185 383.650808 1197.898880 1.112663 0.235362
0.362948 6.817794 95.816904 216.758664 531.299685 1.117726 0.357040
0.427099 35.840112 61.085572 1282.059033 1885.844696 1.125112 0.221489
0.156936 12.149680 25.285938 32.223673 724.654964 1.135174 0.322189
0.769856 18.131314 29.166095 68.572389 268.820189 1.134968 0.218340
0.743089 13.386796 22.747705 125.493499 1163.676449 1.132689 0.254500
1.341652 35.456123 230.571001 160.105984 438.379227 1.134257 0.348234
