Feature1 Feature2 Feature3 Feature4 Feature5 Feature6 Class
4.640768 152.156815 841.116965 1578.080710 1511.217109 0.588700 0.556265
5.245199 233.688507 524.459521 2138.431602 1727.263524 0.587981 0.551078
1.268354 219.952664 308.442984 2884.910567 907.083030 0.589101 0.574161
8.653891 79.216893 125.465233 791.262676 1701.500770 0.594767 0.642672
6.226050 35.430469 14.564322 78.870465 1142.681192 0.597413 0.844592
5.246459 130.492091 310.713294 668.590648 535.466336 0.598974 0.684300
10.668933 114.874481 297.243394 720.332672 668.254690 0.604742 0.701700
1.632007 140.806339 149.497902 971.830763 1014.820990 0.607318 0.620272
3.761451 203.019930 274.239793 1311.218755 415.677611 0.611353 0.730383
12.811906 254.652194 257.247777 1003.853714 499.841736 0.614380 0.650317
20.460079 277.890282 344.107815 725.915316 2852.515502 0.619544 0.696263
4.265181 152.832105 156.583791 648.943337 1296.452817 0.621096 0.563206
22.732980 192.689412 300.053618 1730.482838 2462.754837 0.623653 0.660567
10.875110 104.107833 100.766246 215.538317 633.143973 0.624748 0.777808
18.076335 120.596054 149.944104 369.311230 1316.887992 0.631339 0.888718
6.006713 220.021516 163.695612 573.314745 1105.240470 0.631989 0.879906
14.763093 204.824662 270.860686 818.293997 1275.499841 0.623230 0.852462
9.414752 138.524068 377.906184 1152.913498 395.232761 0.620546 0.752750
28.169450 190.748237 531.773806 1092.350318 3584.148863 0.621864 0.704142
13.733490 111.873980 245.356928 445.552788 528.008582 0.621042 0.680225
7.158116 195.415409 379.249498 619.736401 3345.896042 0.622888 0.649220
7.931778 122.509362 204.685175 1488.062543 1425.265527 0.621938 0.726407
3.262261 88.836955 130.795090 890.147148 845.983305 0.629490 0.641766
8.519393 141.599002 197.189646 1143.290007 2718.646851 0.624503 0.572646
4.629554 115.965218 613.959120 507.535550 2514.717703 0.623167 0.584639
4.295315 92.159354 142.145480 207.988334 697.624206 0.622097 0.625764
2.097626 166.130769 351.492080 530.850366 3330.545499 0.622003 0.637717
5.613012 143.318080 759.790149 224.112851 3067.613519 0.623351 0.476938
8.028199 180.690634 220.776851 2891.658442 918.536368 0.624040 0.643741
15.181357 219.605417 375.160079 991.964724 5293.425097 0.628910 0.696255
13.821809 278.682246 981.204117 723.464124 2591.699340 0.623419 0.700572
8.339724 85.721118 121.322986 324.486368 1510.537971 0.614103 0.862199
11.421470 159.932249 134.944320 594.835885 899.461256 0.596127 1.047976
26.633875 409.538160 651.003955 1770.365953 2716.545549 0.581248 0.770858
82.556791 246.686907 362.774635 238.274910 2841.312533 0.578281 0.860681
11.901068 186.840263 586.967272 2196.334025 1120.932930 0.572409 0.913914
14.378053 213.963389 122.678428 1316.634394 2813.069903 0.567605 0.893420
15.196809 351.869719 405.421109 1148.160279 1014.321450 0.560019 0.803930
35.171623 148.837349 290.535678 564.335438 905.622321 0.556583 0.928653
43.933674 129.509545 85.054885 402.179721 766.544090 0.553056 1.039873
5.805071 123.815768 253.734267 867.569624 2023.313273 0.551048 0.773135
8.943401 209.315846 736.996349 629.815854 660.440827 0.545155 0.649250
2.124589 216.250149 522.269993 902.395415 848.268676 0.540478 0.766746
9.816506 193.565591 232.527695 145.684302 468.485558 0.539467 0.895745
16.088449 75.831800 227.369220 2400.353789 1541.146663 0.539915 0.623946
14.117875 166.824915 167.084152 621.720907 811.408367 0.546834 0.877326
6.104250 130.143749 162.183888 1401.952415 1389.593626 0.543964 0.720121
14.131778 193.159403 47.331157 346.585554 331.575046 0.541279 0.924000
6.296730 172.015198 20.348704 304.746015 422.459366 0.539580 1.034766
17.163143 109.812995 210.007166 1252.817394 2417.736532 0.544376 0.627641
15.149583 254.351758 532.541876 557.629790 2773.247038 0.542668 0.619719
21.411568 263.541726 504.519978 2353.819589 1887.350335 0.540438 0.568230
12.828302 253.064007 571.788888 956.001412 337.732589 0.535881 0.687191
9.926846 276.044660 717.349116 1927.683436 1351.142124 0.535502 0.615479
12.076502 137.536997 221.444580 2168.372636 3338.926528 0.534016 0.650345
23.310777 118.323267 244.475674 951.216639 2979.221741 0.540339 0.844245
34.279511 234.033806 409.555148 1429.293084 2606.205828 0.534294 0.825732
5.965650 169.522312 201.834842 805.447905 2247.028005 0.530867 0.839639
5.911420 113.357063 279.396230 354.714687 1296.922503 0.525657 0.848761
8.923260 351.944767 572.141509 1205.031692 1701.483737 0.520541 0.833630
6.197396 171.724451 418.068166 414.718807 1045.172964 0.518694 0.677912
6.996221 103.407740 483.617207 274.757101 2795.066818 0.513093 0.626751
8.968937 272.240757 1993.221692 3123.997930 4889.015355 0.511625 0.546935
1.081927 133.260045 317.770746 139.597107 521.355049 0.510936 0.937121
44.280593 274.988238 318.581088 1514.933751 306.970041 0.509097 0.938766
25.527594 278.190281 295.045379 260.736181 2653.892393 0.503752 0.831235
9.307431 134.552381 197.932307 379.315086 2346.003080 0.504182 0.835263
4.309258 143.006402 195.582465 677.996490 1868.367387 0.510849 0.763836
5.709516 79.996280 23.255411 230.769603 913.595678 0.510128 0.806509
2.960416 83.333199 25.559061 89.648226 928.852989 0.507296 0.878666
2.541200 52.127451 30.471833 609.408801 604.271798 0.510845 0.709956
0.368312 132.540340 245.369313 443.561239 1281.456465 0.511699 0.684294
19.851079 141.057280 203.921826 1315.172710 2491.498298 0.514180 0.637170
2.275565 93.914983 73.535357 220.632581 1443.729431 0.510689 0.770737
10.472732 274.051056 274.034288 1272.984499 1730.790351 0.506200 0.805797
46.741063 254.683512 790.076000 1132.766351 2007.197764 0.502119 0.723897
4.729450 412.505572 728.833772 2225.545532 5312.702738 0.501742 0.569290
4.082107 196.945327 558.158920 449.564403 2992.252162 0.497948 0.611967
20.282195 174.502141 52.299445 1471.559803 3136.843121 0.500060 0.925210
10.803816 67.429740 82.609276 267.725540 523.232441 0.497994 1.153147
31.125208 191.483095 225.292465 1037.079035 2255.989306 0.496922 0.966307
4.024447 108.450492 118.649113 468.907856 193.749425 0.503942 0.989696
7.722974 138.777144 817.915905 1563.099180 1653.043491 0.503795 0.724260
9.338904 195.056629 116.165114 1978.473290 1927.661748 0.500437 0.757714
2.375161 66.759746 55.853735 139.790325 943.600187 0.495275 0.827808
6.679509 140.416734 142.750963 761.368609 1414.915227 0.495008 0.936079
28.931072 225.993489 319.501682 2173.390770 2771.289680 0.500049 0.641888
15.623042 237.085004 197.696766 1055.455196 1045.904573 0.502957 0.693868
26.375249 272.763486 257.612067 100.281417 2865.687243 0.498713 0.690447
30.785325 261.953064 249.653566 1498.145984 1621.406751 0.495410 0.661011
23.744360 122.395092 71.717996 820.896407 905.385582 0.492938 0.650407
1.455788 69.604709 199.976426 684.908611 1274.901490 0.487349 0.579870
1.688512 395.432938 650.950967 2394.900889 923.751238 0.481215 0.518853
13.781324 148.308807 334.926463 2209.818521 1634.363039 0.478316 0.859428
5.260301 240.979970 395.135480 836.283792 3910.645159 0.474421 0.692918
10.377189 125.983608 256.668205 1477.200095 4642.243738 0.463853 0.706180
13.184932 153.001696 367.115126 418.433410 3235.177697 0.458481 0.549183
17.607092 464.968034 726.472192 649.098424 4020.474779 0.452579 0.558210
14.825583 192.091536 294.816633 145.380640 1380.072107 0.449222 0.639128
4.768813 184.741627 372.450516 955.705318 6178.932686 0.441092 0.506519
3.267451 120.635226 107.127096 220.068595 566.353072 0.436826 0.925827
6.220177 132.884783 339.420619 1346.491162 2116.329365 0.432879 0.704315
10.941017 101.363006 118.492694 800.985211 535.725793 0.430387 0.905317
24.173039 142.713056 146.837160 1071.448633 2285.548218 0.425902 1.072402
14.052350 234.777573 209.859779 469.677114 657.620188 0.419975 1.056523
15.159226 282.684840 190.345836 786.875346 2893.338845 0.416541 0.924914
43.071998 346.505818 241.316379 816.567238 1168.017264 0.415196 0.970176
26.381868 160.195271 160.759569 492.376097 409.466134 0.412201 0.893707
7.506441 223.897449 390.619990 2907.001325 3680.086900 0.409893 0.697475
32.110193 148.781981 260.073861 1052.516798 1612.033289 0.410031 0.581676
14.834034 305.947050 368.320055 946.256497 1964.117885 0.403397 0.598518
2.458026 65.027528 199.492516 916.699689 2002.607866 0.399529 0.718152
13.393542 313.716930 1071.508467 1973.454993 6549.850082 0.393007 0.478211
3.355072 154.412694 286.145627 2255.625567 2267.317421 0.390788 0.496568
20.825154 306.695411 447.275565 2583.010230 3059.785800 0.393462 0.455138
19.814310 159.681624 391.221652 845.814910 2498.567202 0.401122 0.494944
7.082464 63.509947 97.485144 1312.139279 1919.917532 0.402162 0.698660
4.812627 158.676289 355.664867 626.745941 637.141267 0.404404 0.799978
14.125566 98.213122 100.955454 412.848579 1390.375690 0.401848 0.614012
7.753456 54.714190 352.138881 813.895959 1446.024309 0.401054 0.542452
14.102519 78.706593 246.184218 2149.265258 1659.998542 0.395654 0.545546
16.979263 136.103207 230.279569 755.031025 434.635437 0.395316 0.659225
11.886835 366.145174 615.078735 1932.797098 1305.910435 0.397907 0.624531
13.376048 89.753594 120.369814 1184.079240 1763.268418 0.400420 0.691776
22.626991 339.579092 237.602075 758.115568 4230.557560 0.403640 0.643060
11.930227 69.365742 346.140632 557.976735 636.914980 0.400044 0.793107
5.266209 200.845136 497.005928 2359.838834 5259.631148 0.399222 0.547322
1.890231 162.488836 285.213622 573.693629 3204.385122 0.395385 0.730419
12.313000 111.584332 157.100318 639.691924 1329.962484 0.400631 0.774945
27.681701 198.088653 67.395047 510.860626 1513.362611 0.393659 0.996547
20.126313 278.978425 192.009418 537.140959 1272.866281 0.397810 0.769610
14.472210 245.031883 279.622507 335.419450 1222.009434 0.397773 0.871419
6.625189 310.614574 126.743161 252.840643 3798.014775 0.398923 0.750672
2.353615 247.586578 184.734842 959.456031 2108.839757 0.397895 0.670173
17.110070 169.205744 131.777909 201.938918 580.159287 0.395957 1.249563
57.134253 532.892534 232.465646 864.270389 5100.043587 0.402980 0.987062
27.266134 923.717870 362.469982 853.304599 426.589171 0.402605 1.038606
11.993900 112.639920 106.464286 458.307310 628.915203 0.403477 1.295798
16.259703 68.290984 86.199622 493.786231 1622.082345 0.399514 0.818921
5.675670 200.234522 323.219972 1049.029302 851.658243 0.398904 0.669515
7.716388 138.186003 132.564930 2898.055742 582.246862 0.401316 0.552007
12.334939 87.575997 260.491526 831.705005 1611.081153 0.400767 0.608737
1.216847 145.750555 189.714219 1452.496792 1383.587684 0.398877 0.580450
10.059222 90.136843 494.139886 1883.435459 2340.788844 0.396029 0.535680
1.432035 164.984460 540.332780 836.876233 773.218568 0.395726 0.675819
6.381871 147.604182 269.442710 1764.754391 1376.043652 0.394106 0.525067
3.772187 49.083678 23.727018 375.889101 954.910351 0.394280 0.738611
37.150306 106.543305 94.669415 167.200834 471.337922 0.400789 0.785797
2.277310 113.573943 114.918740 806.256445 2871.337132 0.409920 0.834956
5.352556 105.060194 147.286364 292.376592 758.013995 0.409490 0.723928
10.868142 99.726610 402.090686 788.803597 3019.598958 0.410325 0.590418
25.549492 275.102040 438.823143 1184.703178 2208.249890 0.418460 0.699110
90.035952 327.896205 206.523655 386.427728 2003.824974 0.423045 0.969679
2.327077 201.462683 160.134415 742.074982 1480.073354 0.425678 0.715325
5.296709 252.120028 153.331415 1062.868592 3758.443673 0.427935 0.930027
11.926315 256.937336 683.032226 1491.392276 4030.539945 0.429414 0.643139
3.316455 171.832988 217.999975 1891.823042 1123.675983 0.431004 0.583937
9.899977 81.805290 154.713524 759.484303 1480.637718 0.431364 0.658102
11.461785 342.442965 728.522566 1143.558367 4626.033175 0.431277 0.610231
8.818281 181.472130 205.186842 745.290076 2988.425344 0.432905 0.571790
26.879748 330.859652 447.247348 924.014964 4044.930279 0.439679 0.867459
18.909142 326.541683 734.506158 985.399134 804.594917 0.452227 0.658371
9.952450 267.061214 1013.945187 2393.960146 5159.274182 0.453296 0.541209
5.607508 150.763913 325.736945 1312.689571 2901.606815 0.456020 0.560420
7.654594 112.662694 117.581036 147.758849 610.447134 0.461872 0.957174
7.027148 114.818788 393.643717 710.737843 450.977780 0.468296 0.661195
10.732706 175.660750 622.783416 1533.597515 1935.834046 0.476986 0.673148
3.152048 118.655825 474.576023 1325.141148 1101.426655 0.481876 0.810688
0.513468 153.450676 190.576451 801.989155 802.857232 0.486386 0.678599
20.441244 147.759182 273.281151 1188.140860 2635.495023 0.493427 0.665423
23.829088 191.985994 69.005229 327.484201 2006.570056 0.500659 0.800230
10.544722 106.903364 87.450273 450.892611 747.403041 0.513692 0.846068
