Feature1 Feature2 Feature3 Feature4 Feature5 Feature6 Class
1.669894 33.806219 44.357649 604.516823 655.637155 0.923501 0.271351
5.184550 70.330428 117.702366 258.564551 9516.664463 0.922311 0.316018
1.526970 106.620365 290.922620 596.889037 2295.196753 0.921095 0.299252
1.412890 118.073064 351.104129 2053.698757 6232.018934 0.919852 0.279273
2.034143 196.451704 110.366186 1718.888826 663.597697 0.918583 0.370551
1.947813 32.114570 76.125266 308.682672 3284.945449 0.917288 0.291169
0.409230 53.879108 174.315046 419.502420 3019.709213 0.915966 0.240241
0.476099 23.195900 89.621123 514.306363 1097.871687 0.914618 0.262676
0.585028 86.234715 203.921001 893.760887 2259.309227 0.913244 0.398898
0.784524 41.333795 106.388483 704.145634 997.391057 0.911843 0.308377
1.112008 44.730448 97.061981 532.831299 920.629283 0.910417 0.336158
3.325135 63.469576 392.848670 948.841897 3476.544624 0.908965 0.348295
0.832584 23.833852 60.676065 144.949964 603.187806 0.907487 0.263185
0.757049 21.608762 146.470688 2042.811462 1355.890573 0.905984 0.349018
0.242663 25.986411 109.708185 861.361836 2108.944530 0.904455 0.250549
7.221663 144.287973 693.837210 1772.099043 1430.681429 0.902900 0.287499
0.543364 27.775886 64.676090 354.779295 5283.514978 0.901320 0.276284
1.570609 133.079013 408.056718 1219.606830 1457.884105 0.899715 0.300154
0.595653 24.670410 121.267383 227.005175 2815.755511 0.898084 0.233344
4.165553 127.473576 362.931767 863.379857 2724.786350 0.896429 0.375327
0.303258 25.694836 56.448042 319.266501 601.149041 0.894748 0.295408
3.201788 54.441962 264.515139 560.543973 1078.347499 0.893042 0.369692
1.563824 105.012181 114.482130 1735.871478 771.778811 0.891312 0.329654
9.736595 273.485595 370.011191 2646.770054 3307.527118 0.889557 0.248740
7.524809 50.571209 328.494474 1794.537741 3822.699797 0.887777 0.285463
0.300646 44.957912 71.132222 214.493358 1677.429328 0.885973 0.348804
5.707018 172.859262 167.673296 2713.477775 1784.188293 0.884145 0.290232
0.326207 24.942949 55.141534 957.276686 1620.632098 0.882292 0.343509
0.345486 16.457911 88.273018 765.465529 181.580972 0.880415 0.310458
0.306884 28.074405 120.862621 567.465274 1489.024977 0.878514 0.270562
2.482148 77.643521 347.664725 790.739933 3750.930836 0.876590 0.256343
0.351632 94.291541 140.691342 1909.437622 2081.720751 0.874641 0.422074
0.314666 11.609749 100.709119 278.552139 808.434600 0.872669 0.201692
0.890155 72.483453 308.542936 1394.098331 2447.138489 0.870673 0.303520
1.045216 18.966473 35.730353 340.110003 626.227628 0.868654 0.317972
0.543423 37.259525 122.511504 225.051811 1783.886801 0.866612 0.379736
0.355681 17.279074 129.424703 597.663630 3038.761267 0.864546 0.244518
1.413959 62.582550 67.503208 169.645450 3102.733644 0.862458 0.267115
10.070133 90.738450 350.500184 942.788738 4213.783647 0.860346 0.297210
0.844379 74.390733 117.915091 562.765003 2363.979351 0.858212 0.272044
2.109043 61.100299 240.632543 806.222151 641.097154 0.856055 0.372058
0.561375 80.434459 187.427590 327.145104 1500.105155 0.853876 0.266394
3.431510 72.494798 328.842416 2357.609122 3842.172281 0.851675 0.358614
1.988988 33.339303 112.367466 678.044602 815.045889 0.849451 0.274518
3.452501 293.554328 272.983464 2298.591843 9343.662187 0.847205 0.336086
0.270424 26.049544 68.630677 386.252138 707.605847 0.844937 0.289455
7.792254 283.234431 419.226329 1551.030037 3130.580145 0.842647 0.246938
3.030811 93.680594 607.985457 126.194858 1871.894902 0.840336 0.402859
2.388679 36.179234 41.365228 332.793385 1015.111717 0.838003 0.264784
1.369548 135.942994 194.103203 1040.909731 560.928386 0.835649 0.421251
1.532219 104.837634 238.486479 819.332679 935.794788 0.833274 0.405032
0.623245 41.092495 28.186714 207.967970 1421.238525 0.830877 0.317726
0.338138 11.780299 35.715421 964.393375 817.077302 0.828460 0.295338
2.225326 132.586499 256.948588 759.256796 1941.013296 0.826022 0.389295
1.834457 77.461124 132.655426 775.774243 732.825458 0.823563 0.374227
0.831809 47.364116 160.415839 1160.849810 1234.519804 0.821084 0.345155
0.350220 22.689138 40.215007 728.790325 1098.424649 0.818585 0.242125
0.691326 21.899732 31.882294 535.455351 1193.371818 0.816065 0.245403
4.964679 187.993412 787.657746 2469.888670 3678.101568 0.813526 0.231251
6.780828 122.289596 380.752866 1396.882271 3002.229758 0.810966 0.288269
0.604843 7.672656 10.167809 279.454575 407.401501 0.808387 0.216233
0.828767 15.443234 18.373098 376.981081 1152.497268 0.805789 0.356170
0.587500 33.789828 73.439555 344.412543 581.633149 0.803171 0.333612
0.167949 19.228291 35.185550 305.494103 517.655374 0.800534 0.365493
7.094516 105.295879 506.592601 2526.181198 3880.182199 0.797878 0.318984
2.601766 129.018319 269.930432 1343.986112 1585.062550 0.795203 0.343184
0.974289 47.426478 123.462061 870.537832 3199.987242 0.792509 0.278311
5.476774 76.171333 172.833786 1122.163139 1336.330435 0.789797 0.327282
0.721900 10.820520 184.475100 617.535448 1283.563732 0.787066 0.272670
0.898520 36.794902 107.081595 288.194960 1796.058249 0.784318 0.367930
5.169577 57.146499 39.405960 531.604977 2995.346793 0.781551 0.240865
2.010035 124.303585 226.644508 2002.775822 5714.247465 0.778767 0.270252
1.601054 168.840669 203.139231 1679.280538 4064.500083 0.775965 0.186223
1.354293 46.880456 64.337193 446.329877 949.722017 0.773145 0.344576
2.070917 64.526069 101.012438 521.235600 1361.737543 0.770308 0.323560
0.033246 64.489149 58.450761 643.320706 2536.229077 0.767454 0.267175
3.879704 70.238425 370.040453 1431.493741 6484.932460 0.764583 0.319860
2.608080 34.625023 137.704726 769.875712 1020.603926 0.761695 0.365908
0.550383 48.287807 112.622539 205.552800 2155.518201 0.758791 0.308847
12.075843 197.900676 164.872802 2406.339309 5814.361651 0.755870 0.263598
0.080260 67.276907 156.386464 624.475483 1437.701223 0.752933 0.366555
0.610688 54.456292 311.252374 823.178164 3725.092563 0.749979 0.360206
0.532571 20.098846 68.013249 294.815802 1617.959781 0.747010 0.227159
0.268000 44.818452 47.125861 480.503996 2090.497500 0.744026 0.405394
1.795905 63.863216 111.347805 1389.106955 1586.713552 0.741026 0.282670
1.026824 30.256423 66.177812 650.919211 1200.421200 0.738010 0.258534
11.101474 118.113687 270.105912 2093.215813 1059.845343 0.734979 0.403822
0.343783 54.067062 128.872409 618.292595 2385.201260 0.731934 0.232114
0.038519 42.811510 172.979644 854.414648 961.059331 0.728873 0.267433
0.780782 41.069515 123.863901 870.388993 2788.786084 0.725798 0.322277
1.370668 42.497348 134.315118 1361.143775 1249.755131 0.722709 0.377767
0.548366 25.620506 68.047814 313.376187 986.234832 0.719606 0.274199
4.006633 70.946339 148.431316 415.872988 2614.037408 0.716488 0.258266
0.749407 74.650576 173.126022 272.895230 2951.717506 0.713357 0.204588
0.762558 79.118101 244.881990 469.471299 1257.393272 0.710212 0.315983
0.170655 21.653558 42.045793 938.024417 968.068550 0.707054 0.321652
0.348933 76.711545 132.821922 1243.424855 1192.438492 0.703882 0.246065
0.720086 20.495939 66.475588 227.314303 1514.782334 0.700698 0.237411
0.018711 9.193048 6.289267 116.030738 804.077570 0.697500 0.295170
0.807423 13.131070 14.452002 148.702682 1328.427563 0.694290 0.297467
0.249952 29.930012 24.815203 338.033170 1407.791005 0.691068 0.265107
0.303138 93.691929 194.499613 396.191883 2534.842240 0.687833 0.292557
1.900613 54.231771 209.413156 516.032393 3816.913131 0.684586 0.313389
4.420218 78.441811 417.976966 870.500645 1564.851811 0.681328 0.358786
2.166813 42.972683 58.500236 1600.320044 3665.106886 0.678058 0.229747
1.029054 31.419234 208.044419 1342.806809 3486.720797 0.674776 0.215677
0.535690 44.138624 145.143623 1138.787231 5268.643484 0.671483 0.211549
1.456869 117.774877 255.659727 1640.437321 4231.625281 0.668179 0.315277
0.760922 33.198707 52.248289 377.985591 991.736698 0.664865 0.340927
1.571726 134.559256 653.269609 631.888693 8689.521338 0.661539 0.272058
0.718997 18.865972 48.416938 120.192026 1047.043121 0.658204 0.227139
0.313073 12.678936 84.794716 496.687638 901.896114 0.654858 0.234682
0.698487 37.575233 159.614581 966.833341 1766.185635 0.651502 0.243316
0.494142 29.449953 37.894123 339.483881 1540.332131 0.648136 0.285041
6.034441 225.503619 537.870216 2541.842499 3920.343515 0.644761 0.311391
0.285053 13.386495 67.661151 78.336709 789.163380 0.641376 0.364119
0.120869 27.703740 92.529173 483.798850 747.205288 0.637982 0.363062
0.846635 81.750202 120.543989 224.962754 1038.665030 0.634579 0.439056
5.297854 41.497473 149.485037 273.597241 4117.204752 0.631167 0.404793
14.930579 141.540750 57.173912 229.825909 24900.844220 0.627747 0.497156
2.669102 47.725879 33.609154 97.103448 9049.398690 0.624318 0.289849
8.663503 116.251576 110.839840 792.774241 20934.697620 0.620882 0.660903
0.994353 79.415209 146.020410 409.586719 765.619207 0.617437 0.396082
1.568129 35.957813 232.284005 1245.766976 1365.762950 0.613985 0.368791
0.823505 84.854889 1367.374871 3057.765226 4259.771601 0.610525 0.302285
0.222289 13.376981 29.405567 275.573095 744.669926 0.607058 0.331150
2.126242 88.240521 89.049349 551.699575 1584.927339 0.603583 0.375414
1.051329 68.582044 211.890355 860.407206 1683.139383 0.600102 0.309235
2.958506 379.265654 641.420732 2225.221782 5072.914079 0.596615 0.326124
0.403376 24.454641 75.054879 646.463703 2340.298340 0.593120 0.303443
1.158633 26.510733 160.016537 641.666805 1169.892105 0.589620 0.330309
0.983317 103.781161 137.366444 3595.089006 2056.777370 0.586114 0.288118
0.255214 62.087239 129.053347 741.561727 2919.703836 0.582601 0.352317
0.949789 28.848748 43.868431 661.511049 1270.971153 0.579084 0.313489
0.205018 48.006233 196.626790 1512.951633 1916.076614 0.575560 0.383114
2.529748 92.022293 222.993813 1038.913260 905.767138 0.572032 0.424446
0.590555 20.918040 69.221899 245.043509 1060.454107 0.568499 0.387961
0.525511 63.555028 230.768600 668.914780 1249.089059 0.564961 0.366185
0.854184 39.358559 104.190601 1416.694819 2716.020411 0.561418 0.312389
0.344651 13.644976 62.555095 175.887154 985.863881 0.557872 0.316239
0.768020 27.982916 152.092300 554.142598 1771.506393 0.554321 0.427484
1.333886 40.365294 34.252447 174.177615 1699.517422 0.550766 0.316909
0.911282 63.162053 166.539575 517.213466 1342.864129 0.547208 0.371127
0.074636 19.400612 46.419605 258.480696 936.580648 0.543646 0.273701
1.688720 42.987724 136.109747 238.481460 1597.916739 0.540081 0.290778
1.071094 64.807350 169.327412 527.420344 3410.484947 0.536513 0.274364
0.495587 32.355434 237.299661 417.958946 2787.656130 0.532942 0.397875
0.188945 51.966747 116.163146 674.765158 1891.973274 0.529369 0.334912
0.580097 24.781881 97.109923 401.263063 863.502187 0.525793 0.294348
0.210048 103.155644 76.360331 1411.900824 964.310599 0.522216 0.237648
1.795212 39.774004 82.889146 824.557927 2665.005422 0.518636 0.321760
0.498194 15.126347 44.358686 123.792627 538.250797 0.515055 0.318358
0.165443 12.026792 83.510529 81.857960 1327.031777 0.511472 0.349282
0.386936 87.183739 234.433505 1733.743608 4637.858317 0.507888 0.359114
1.132927 19.909534 84.278016 631.199106 995.771797 0.504303 0.370672
0.398401 34.512087 108.199468 686.009402 3318.774977 0.500717 0.273086
0.167231 9.679046 23.847697 99.224838 463.654000 0.497131 0.256611
2.238493 106.067431 515.522722 2748.000739 3216.352483 0.493544 0.299764
0.081189 14.041333 27.855620 159.499201 2432.099693 0.489957 0.273482
0.417654 31.612513 111.820356 707.704633 1090.366081 0.486371 0.241379
0.999816 37.161041 38.156460 255.454487 1957.031081 0.482784 0.317888
1.182809 44.824324 151.673121 740.655323 2849.003490 0.479198 0.360621
1.279033 60.542385 135.890919 790.481550 1100.829423 0.475613 0.399308
1.170824 42.774077 85.551599 269.609932 1029.273658 0.472028 0.363949
0.388084 31.070672 25.708956 704.492175 2194.075882 0.468445 0.331782
1.474747 42.667723 86.807686 502.648094 1089.813129 0.464863 0.354545
0.371623 10.360503 14.484049 232.821904 443.928647 0.461283 0.285683
2.759329 213.065832 368.181982 1674.018403 4787.841922 0.457705 0.258811
0.101510 10.565440 29.902898 283.870788 461.335618 0.454129 0.365418
0.148613 51.126964 169.838875 1225.559533 4161.595738 0.450555 0.319055
0.326057 27.193122 56.581378 442.258925 915.164056 0.446983 0.329856
0.246799 12.418784 80.069451 107.800422 487.679880 0.443414 0.384186
3.356042 168.801976 147.746031 887.430200 1393.608131 0.439848 0.352060
0.535275 47.445994 110.165694 987.743456 1792.401166 0.436286 0.350598
0.218109 25.640093 57.930233 306.413162 1339.072262 0.432726 0.277521
0.957690 23.856523 45.143818 233.950702 425.721473 0.429170 0.275176
0.582842 36.648355 75.135201 621.313193 1597.121048 0.425618 0.300234
0.011871 16.291668 31.943774 147.890988 327.330243 0.422070 0.302991
2.053976 87.950829 372.127317 1201.619222 2429.984443 0.418526 0.247334
7.627479 192.757409 96.805647 1621.587961 1062.443009 0.414987 0.261884
1.272616 49.897557 78.711246 1729.283015 920.794461 0.411452 0.370923
0.283100 18.173399 27.319641 300.833490 1298.357147 0.407922 0.264886
4.330405 136.576277 281.461759 2119.675065 1269.145411 0.404397 0.383423
0.631539 24.972486 89.816545 500.345097 3176.361719 0.400878 0.315764
0.376885 70.152327 371.213456 1063.018228 3436.450142 0.397364 0.376794
1.053574 34.665075 89.154093 326.611950 901.799126 0.393856 0.440316
1.276974 62.750475 115.415855 483.871052 368.298693 0.390353 0.482329
0.448417 32.621404 84.302087 444.258547 1611.790505 0.386857 0.291671
0.085959 43.301916 107.901939 831.454277 2236.915680 0.383368 0.251157
1.008014 43.617816 96.204193 947.097871 2360.356463 0.379884 0.340744
1.436597 56.753545 360.799962 136.965734 835.085182 0.376408 0.338380
2.492736 52.476778 164.697984 468.578084 2851.311394 0.372939 0.366035
0.108638 71.360904 130.128591 308.405634 1890.041703 0.369477 0.313364
1.409764 86.789745 111.018369 805.737147 1006.006165 0.366022 0.323031
0.229079 9.620575 41.418836 124.247602 964.776196 0.364361 0.321402
2.976340 58.103656 251.051568 682.449779 1889.749859 0.362183 0.320387
0.830013 68.041195 54.166911 1227.986222 1483.091359 0.359336 0.324775
0.599525 34.334129 212.614456 187.975469 3526.353167 0.357351 0.241092
0.351367 14.347691 21.380308 46.619727 556.887543 0.358224 0.316857
4.730190 66.030132 125.441748 748.928079 5192.823884 0.357887 0.300529
0.581620 37.400753 54.381949 162.516862 1731.908823 0.351872 0.366015
0.124887 39.813864 43.295068 802.602161 1144.171647 0.345858 0.315362
3.534427 139.399769 210.215902 1579.348230 4234.679504 0.345503 0.301419
0.082761 15.314951 43.883215 247.184863 319.896228 0.341537 0.376039
0.705739 23.737446 87.169324 399.465660 854.180823 0.336160 0.568818
0.298903 11.515350 56.205894 178.537011 1210.449659 0.334248 0.404994
0.556827 20.464769 92.045367 178.210494 654.526910 0.335723 0.211576
0.375190 10.938550 20.708391 111.679194 10830.416200 0.334814 0.059448
0.469584 25.888803 50.549835 659.142246 1168.788499 0.330355 0.396020
1.355274 57.665843 86.245661 373.939765 1244.619970 0.327772 0.345732
0.370952 61.851016 28.341568 340.219193 2282.279540 0.324819 0.367889
2.088399 138.950380 365.372012 954.369143 2469.296273 0.322083 0.259964
1.088392 35.273704 57.707789 287.455967 1494.112562 0.320289 0.320042
0.406309 11.863780 51.602075 419.943860 986.245432 0.320311 0.323701
0.164729 33.279258 149.824190 1030.075469 956.379620 0.317219 0.306256
3.815311 35.077618 47.834737 436.583375 638.416967 0.314182 0.402085
3.352826 56.536604 171.336039 858.901955 1160.989351 0.313349 0.437238
0.403538 8.377451 9.046123 126.620136 157.349657 0.306649 0.379390
0.407274 16.464543 29.819828 191.876476 548.684847 0.300946 0.385372
0.658569 52.542372 263.865325 209.574632 244.847577 0.297595 0.375433
0.307825 25.518347 195.937978 309.774491 513.499851 0.287946 0.338428
0.339203 48.031813 79.522897 1044.078820 2365.359535 0.287847 0.409539
0.601878 28.697733 120.935739 495.663431 864.925008 0.286426 0.263930
4.787315 159.196246 479.129482 880.110345 3181.669411 0.283957 0.359829
1.471204 32.456420 144.338504 172.327433 445.398525 0.285503 0.419971
3.694721 53.523556 100.852379 169.544557 5185.724502 0.280939 0.232312
5.389509 36.555205 42.870397 171.377596 9367.874265 0.279255 0.235963
1.066893 43.843366 59.072291 172.060859 3662.998091 0.270870 0.294303
1.218356 29.708023 49.300441 1045.834062 3873.400243 0.268070 0.349294
0.283238 30.565889 87.001936 1386.607915 855.699975 0.265517 0.301244
0.641448 51.371133 166.218839 1059.811379 1776.220767 0.262004 0.303236
0.919670 30.138687 255.276135 513.932734 6304.206796 0.258962 0.251551
0.853643 40.904086 115.704573 207.460318 2149.258174 0.265691 0.305548
0.270571 59.364394 112.183292 367.038532 779.280069 0.271301 0.352013
0.868862 23.946326 74.034634 501.587188 897.567268 0.269333 0.308035
0.571677 25.386597 47.436994 190.994686 1053.755164 0.264778 0.353127
0.091106 17.098900 11.400826 200.402158 882.748793 0.259317 0.457689
0.350194 43.255313 42.312813 883.948695 1300.619573 0.255296 0.381593
0.270878 25.640836 26.453961 305.961862 1369.063885 0.248010 0.378260
0.048696 9.483567 32.660305 61.088612 553.844859 0.236844 0.446964
0.775425 23.199772 99.543008 498.831407 1419.343440 0.235711 0.313328
1.573687 61.908681 184.995244 859.374887 2106.868685 0.234562 0.249602
1.757816 92.636172 274.718630 1288.007788 1250.974787 0.230957 0.338185
0.462765 13.070755 49.299485 147.977737 328.869651 0.226404 0.450605
0.609656 7.330136 6.620165 150.382439 886.782384 0.220526 0.375942
0.411177 23.771179 35.160150 511.388337 851.506454 0.218013 0.292866
0.343272 6.801553 28.065810 99.526534 124.870396 0.214957 0.335608
0.385067 18.335822 185.157108 310.660686 1080.344638 0.212467 0.357471
0.202317 12.495936 27.372470 250.498422 881.083105 0.212863 0.376559
0.154533 13.373615 61.584280 58.104875 400.426002 0.205674 0.371096
0.236455 11.861922 27.251753 403.165247 973.379122 0.203336 0.381808
0.305400 9.300110 12.462626 197.185574 1305.285020 0.201102 0.360038
0.117273 54.865707 312.099931 745.177177 1597.432340 0.200088 0.344075
0.202466 11.696020 53.024429 48.828786 942.518493 0.197707 0.341061
0.048955 10.820435 19.551279 175.277298 1069.569040 0.196220 0.380718
0.242641 10.456478 17.698208 110.782312 243.407199 0.191103 0.434176
0.329601 7.416899 31.473451 69.874844 1754.990316 0.191598 0.361608
0.311307 16.089773 28.971950 86.108734 338.498233 0.185896 0.377300
0.412290 7.647971 24.783970 235.255492 2049.127400 0.185889 0.318694
0.745502 11.858470 49.021676 675.236962 793.485034 0.182780 0.379318
0.887268 10.501360 10.640780 30.785810 660.570969 0.179281 0.405978
0.132906 9.658796 29.464302 33.363632 576.767008 0.175486 0.451866
0.504375 7.679188 8.836901 34.575720 800.709195 0.171624 0.434360
0.201399 6.312632 20.973213 24.724310 1025.223093 0.168356 0.397367
0.248380 9.920275 24.327643 49.826122 252.404628 0.162731 0.400339
0.158341 13.223749 35.714026 281.868361 395.723967 0.159831 0.452945
0.351369 13.734210 36.869379 69.138427 87.193666 0.157714 0.402437
0.573084 5.402703 9.468436 54.525561 428.439630 0.158314 0.408318
0.062535 11.446011 16.555840 112.194624 307.349165 0.149962 0.409083
0.354231 8.038037 10.353084 97.678296 834.596827 0.147415 0.424519
0.253000 12.800099 12.511617 29.534754 77.781228 0.144975 0.516297
0.157600 9.287020 12.895956 160.172590 715.385515 0.141322 0.382828
1.105588 11.104111 19.881206 62.788099 951.443482 0.139219 0.374390
0.155862 10.693106 24.285609 34.853248 811.411278 0.136977 0.368620
0.235715 8.955018 31.286091 109.858311 218.910237 0.134097 0.424732
0.205060 7.984609 4.119082 30.503973 149.801304 0.133006 0.447571
0.101548 6.234118 11.687214 133.357461 230.109291 0.134652 0.398803
0.290874 8.720440 19.846781 60.509640 403.020171 0.136578 0.377282
0.152909 7.862739 23.701746 260.192400 885.602456 0.142606 0.387971
1.318348 32.467609 150.814219 432.632450 394.977250 0.144027 0.347333
0.550498 18.363958 41.121886 177.937661 652.231377 0.144249 0.310301
0.244335 13.819097 69.088147 263.283833 580.569195 0.138169 0.330716
0.452656 21.949885 40.918486 465.435396 1866.133115 0.137012 0.351106
0.299816 10.515948 35.246042 74.880739 1099.282767 0.134649 0.378274
0.421888 5.627730 17.810898 72.680619 388.279000 0.132376 0.407138
0.160659 12.630693 22.619721 71.518337 504.963452 0.131311 0.456699
0.449371 12.453378 24.849661 131.672342 516.626928 0.129991 0.417514
0.300078 12.608604 5.250936 182.540357 620.764253 0.128987 0.380101
0.226555 7.104683 27.557027 34.949271 288.754425 0.128494 0.413039
1.445099 7.785443 27.458213 76.306781 355.126873 0.127613 0.481461
0.116826 10.837962 23.077434 108.603925 1176.822314 0.126574 0.312535
0.564540 24.376758 45.719860 305.017492 669.780712 0.125302 0.400566
0.349004 9.537948 23.615389 79.825156 321.770101 0.126626 0.444583
0.907140 21.337155 174.227585 568.691463 2130.876785 0.125480 0.323856
0.689126 16.910468 161.366765 1375.793208 3489.691377 0.122634 0.352995
0.713116 11.420790 48.102171 135.250047 1042.138059 0.122931 0.404354
0.235973 38.509179 76.192689 316.731098 507.592949 0.110627 0.366845
0.357459 28.796664 59.580039 920.235561 1092.031263 0.107740 0.343932
0.443805 7.413671 21.128007 471.658478 1921.962653 0.109230 0.344981
0.172306 13.824588 15.275766 226.577407 372.068473 0.105883 0.375713
0.438844 11.404195 28.392684 137.653478 324.809176 0.102331 0.388764
0.398913 27.621393 85.374843 298.794631 999.988964 0.102547 0.331257
0.454674 8.655336 14.758770 225.629449 116.384297 0.100533 0.362639
0.094164 8.324420 13.209509 39.246787 284.548106 0.097510 0.367340
0.415554 6.599095 5.432082 72.674045 199.959242 0.094512 0.364840
0.178063 15.027274 58.007085 119.264990 1657.693653 0.091321 0.327974
0.078354 10.530615 29.753086 120.703204 904.624980 0.089906 0.389607
0.410785 27.875604 69.561157 720.008734 717.386596 0.092613 0.336401
0.194198 7.658215 24.061419 66.927262 1017.674570 0.092032 0.365655
0.543890 10.884264 29.669358 157.297958 286.982353 0.092815 0.413080
0.353970 10.016376 13.826565 61.576468 1199.366763 0.089776 0.345104
0.191369 8.332334 13.391908 87.402862 465.220001 0.092902 0.367631
0.448405 14.497150 33.683504 351.394376 544.438184 0.091224 0.366145
0.587248 12.065804 31.304581 125.698844 495.440738 0.092666 0.371795
0.561222 14.695370 7.090136 106.076308 785.836633 0.095972 0.379009
0.759061 12.661440 14.952037 13.446895 675.504053 0.092011 0.418109
0.362334 11.699878 15.775073 43.584541 605.473150 0.091725 0.367390
0.241005 11.749782 8.896864 183.261973 612.920790 0.088644 0.319981
1.095855 12.418850 13.171134 37.047073 526.719879 0.085590 0.356518
0.158301 15.814048 5.657769 105.665198 618.696351 0.089266 0.425479
513.804645 4126.791150 1136.115533 1754.569001 29452.873220 0.092204 0.155818
9.253789 314.141816 46.679119 244.434552 56070.590450 0.084387 0.311478
0.376602 42.314191 74.650377 945.670663 1910.553736 0.086993 0.354085
0.414314 21.736326 35.991273 149.048411 712.049508 0.082403 0.433586
0.209509 21.088325 50.957521 308.462362 328.350974 0.078184 0.347233
0.178450 6.645902 46.933713 48.645911 1035.145192 0.073949 0.332270
0.611212 4.642594 14.988922 118.873627 1000.405992 0.069951 0.339778
0.227121 24.540007 36.723648 120.290169 568.919647 0.064170 0.333757
0.284986 7.077508 21.896123 744.213551 982.014029 0.061008 0.337876
0.481189 15.546868 26.512886 433.931866 338.390858 0.057497 0.360346
0.524757 17.381014 15.984413 435.472475 574.746362 0.055131 0.371603
0.248084 12.593856 15.253694 298.982555 1322.598387 0.054888 0.365510
1.500676 85.435406 287.277224 311.385920 1373.375862 0.053308 0.337240
1.269685 14.931503 77.557425 141.304858 1026.130318 0.053838 0.317828
0.360099 13.183183 24.290671 60.275080 514.347910 0.052291 0.392080
0.758883 14.402451 107.906664 208.815114 932.239584 0.050596 0.365627
0.042061 11.112863 11.483364 49.450362 519.824763 0.050018 0.335444
0.516131 109.731877 171.974603 658.178299 1119.578777 0.046999 0.367372
0.721408 9.275408 9.516581 87.002792 769.459768 0.042890 0.337039
0.653391 32.503698 82.810474 213.597383 1667.165360 0.032786 0.416274
0.605889 10.226541 19.651524 183.605802 2257.630034 0.030849 0.303937
0.498371 16.542066 59.628965 341.937147 820.000920 0.032027 0.348297
0.399657 19.379576 36.177534 312.881749 1687.175338 0.031837 0.333215
0.162332 8.841265 17.696847 148.916822 1128.754783 0.037752 0.379044
0.494213 11.305171 26.192412 64.633080 421.671365 0.036924 0.355102
0.769771 10.671824 21.473292 167.840155 1146.593398 0.034851 0.351165
0.686691 16.584566 46.438926 154.948683 542.943905 0.031568 0.286306
0.213004 8.201026 12.805925 28.263756 203.926133 0.024873 0.462724
0.205133 41.268139 75.120271 250.034152 887.010638 0.022446 0.311013
0.058933 20.393341 54.083145 895.406091 1957.144520 0.018271 0.307459
0.090458 8.223279 25.310975 347.502191 345.518418 0.018674 0.442018
0.168628 10.936248 31.583526 351.732529 823.722736 0.022973 0.364414
0.608084 32.059014 69.739034 443.482267 1694.549578 0.019179 0.328411
0.136470 8.761463 23.995265 61.889204 776.079035 0.017589 0.392154
0.446215 7.456373 24.698773 33.842474 169.347953 0.016132 0.371148
0.640174 14.606105 25.111421 18.095093 641.387253 0.011630 0.415268
0.079124 7.545110 15.127203 120.257867 602.310376 0.010183 0.471312
0.486877 32.228612 38.907993 318.232974 669.352545 0.010966 0.394365
0.758135 7.317742 12.813867 79.092750 148.026410 0.010865 0.385562
0.122198 10.193709 12.070662 80.719656 193.491976 0.011595 0.386641
0.158321 10.505708 18.709260 158.611493 425.889198 0.011232 0.360913
0.271863 16.528108 6.769727 161.668056 435.326566 0.010900 0.357983
0.363357 13.898167 68.137635 788.858354 3859.563086 0.008912 0.344282
0.358682 6.849981 13.275021 73.021489 287.298428 0.014948 0.408258
0.886778 15.846959 25.282388 52.627021 333.669442 0.013895 0.352466
0.785397 25.898912 28.589153 103.887952 803.828077 0.009213 0.390110
0.178231 9.984614 20.152133 139.555959 309.973736 0.007668 0.382734
0.223655 8.709253 34.862863 140.547971 461.707564 0.006526 0.373527
0.110241 27.060688 44.587612 327.572125 834.192932 0.005411 0.409746
0.237979 17.937073 33.805449 210.447953 957.800880 0.003213 0.249281
0.213072 4.502169 16.880432 72.441689 558.945470 0.002009 0.356824
0.419832 8.033378 18.595913 145.488557 663.449277 0.001130 0.307810
0.632610 9.156188 28.567500 146.777598 281.445989 0.000000 0.473571
0.257842 8.515878 8.675187 234.403483 448.589085 0.000912 0.397427
0.211787 14.172440 35.480021 75.054583 466.873950 0.001404 0.389557
0.322302 8.552190 21.927273 57.455483 934.186452 0.001857 0.407675
0.231818 16.452615 22.402532 189.690383 1763.400110 0.002463 0.317431
0.077834 8.967806 18.605693 88.569859 739.888580 0.003160 0.257917
0.570795 11.532021 17.877455 312.788486 425.512178 0.006574 0.252370
0.169005 14.713020 10.635609 59.181310 339.426571 0.006518 0.346245
0.207521 5.882810 19.184593 21.393873 563.984560 0.004902 0.386988
0.437426 8.628765 5.035700 96.118690 362.583979 0.007597 0.380218
0.735929 8.575848 15.274221 88.359915 599.957137 0.005838 0.382185
0.502490 9.374383 22.433454 75.740529 560.587773 0.005248 0.353861
0.370476 6.091910 15.383113 131.502731 213.287830 0.005056 0.369920
0.122662 6.807916 11.002907 180.190910 471.841613 0.005673 0.423866
0.208993 11.846723 3.498738 118.413285 309.715767 0.006537 0.444310
1.097189 16.109991 101.164509 263.060048 595.701426 0.007741 0.394390
12.866412 96.669902 106.670751 318.178758 1797.462423 0.011497 0.443415
4.106919 364.863357 980.680938 1918.839665 2536.763211 0.015539 0.236098
0.185674 21.263086 26.472749 583.241589 250.070898 0.018248 0.345683
